timestamp_ns,time_sec,flight_id,fault_type,alt_error,aspd_error,xtrack_error,wp_dist,nav_roll,nav_pitch,nav_yaw,nav_x,nav_y,nav_z,label_anomaly
1532134950671548144,1.667767904,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-11.9299993515,98.2109985352,-169.021102905,38,52.3362922668,18.7924442291,-32.1081619263,14.4065351486,-5.30216121674,-1.70324981213,0
1532134950715466416,1.711686176,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-11.9299993515,98.2109985352,-169.021102905,38,52.2380218506,12.8959951401,-26.5185585022,14.4288043976,-5.10219287872,-1.46966719627,0
1532134950815604784,1.811824544,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-12.1499996185,134.592147827,-169.531784058,40,52.2380218506,12.8959951401,-26.5185585022,14.4852771759,-4.60376358032,-0.90595048666,0
1532134950871736496,1.867956256,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-12.3000001907,167.788513184,-169.983596802,41,52.2380218506,12.8959951401,-26.5185585022,14.5019540787,-4.4120631218,-0.672641634941,0
1532134950901998512,1.898218272,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-12.3000001907,167.788513184,-169.983596802,41,52.2380218506,12.8959951401,-26.5185585022,14.5210733414,-4.22585439682,-0.442515581846,0
1532134951020729008,2.016948768,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-12.3899993896,189.915283203,-170.392868042,42,52.2380218506,12.8959951401,-26.5185585022,14.597196579,-3.63895130157,0.222243875265,0
1532134951077055472,2.073275232,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-12.4200000763,207.378677368,-170.751754761,43,52.0970993042,5.22086858749,-19.5587444305,14.6360082626,-3.33620548248,0.560441851616,0
1532134951116836112,2.113055872,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-12.4200000763,207.378677368,-170.751754761,43,52.0970993042,5.22086858749,-19.5587444305,14.6777696609,-3.04908537865,0.881837487221,0
1532134951169487856,2.165707616,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-12.3999996185,218.519592285,-171.07711792,45,52.0970993042,5.22086858749,-19.5587444305,14.6949462891,-2.94825053215,0.986842930317,0
1532134951189750608,2.185970368,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-12.3999996185,218.519592285,-171.07711792,45,52.0970993042,5.22086858749,-19.5587444305,14.7291049957,-2.76621723175,1.20029962063,0
1532134951260004368,2.256224128,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-12.3199996948,243.233673096,-171.352081299,46,52.0970993042,5.22086858749,-19.5587444305,14.7811155319,-2.37879872322,1.63389396667,0
1532134951308579952,2.304799712,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-12.3199996948,243.233673096,-171.352081299,46,52.0970993042,5.22086858749,-19.5587444305,14.7967433929,-2.28155946732,1.74491381645,0
1532134951376249840,2.3724696,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-12.1799993515,254.2447052,-171.584777832,47,52.0970993042,5.22086858749,-19.5587444305,14.8533401489,-1.93137383461,2.19747400284,0
1532134951434124240,2.430344,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-12.1799993515,254.2447052,-171.584777832,47,51.4540901184,-3.760014534,-9.56678295135,14.8778772354,-1.75378918648,2.41777014732,0
1532134951471188784,2.467408544,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-11.9799995422,268.918884277,-171.775558472,48,51.4540901184,-3.760014534,-9.56678295135,14.9169120789,-1.46550667286,2.74532437325,0
1532134951525042800,2.52126256,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-11.9799995422,268.918884277,-171.775558472,48,51.4540901184,-3.760014534,-9.56678295135,14.947728157,-1.28155636787,2.95534205437,0
1532134951578214704,2.574434464,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-11.7299995422,269.342407227,-171.915908813,49,51.4540901184,-3.760014534,-9.56678295135,15.0087738037,-0.985125899315,3.23272490501,0
1532134951624602288,2.620822048,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-11.7299995422,269.342407227,-171.915908813,49,51.4540901184,-3.760014534,-9.56678295135,15.0415554047,-0.768765807152,3.41226768494,0
1532134951675687600,2.67190736,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-11.4099998474,272.798431396,-172.01373291,51,51.4540901184,-3.760014534,-9.56678295135,15.0958356857,-0.42577239871,3.66925191879,0
1532134951699192144,2.695411904,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-11.4099998474,272.798431396,-172.01373291,51,51.4540901184,-3.760014534,-9.56678295135,15.1129703522,-0.307459235191,3.7515566349,0
1532134951755862480,2.75208224,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-11.0599994659,238.087371826,-172.052993774,52,51.4540901184,-3.760014534,-9.56678295135,15.1653356552,0.054061640054,3.98897647858,0
1532134951810744880,2.80696464,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-11.0599994659,238.087371826,-172.052993774,52,51.4540901184,-3.760014534,-9.56678295135,15.1968603134,0.304115623236,4.13976240158,0
1532134951851040208,2.847259968,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-10.6599998474,199.202819824,-172.033401489,53,47.2579269409,-11.5263328552,4.05006170273,15.237575531,0.690585315228,4.34633970261,0
1532134951912244784,2.908464544,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-10.6599998474,199.202819824,-172.033401489,53,47.2579269409,-11.5263328552,4.05006170273,15.266699791,0.943994045258,4.47782564163,0
1532134951937617456,2.933837216,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-10.6599998474,199.202819824,-172.033401489,53,47.2579269409,-11.5263328552,4.05006170273,15.266699791,0.943994045258,4.47782564163,0
1532134952009534288,3.005754048,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-10.2299995422,160.613632202,-171.946502686,54,47.2579269409,-11.5263328552,4.05006170273,15.3281145096,1.49137699604,4.69839572906,0
1532134952067469392,3.063689152,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-9.76000022888,127.271270752,-171.792312622,55,47.2579269409,-11.5263328552,4.05006170273,15.3539648056,2.09231972694,4.87069940567,0
1532134952092298384,3.088518144,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-9.76000022888,127.271270752,-171.792312622,55,47.2579269409,-11.5263328552,4.05006170273,15.35501194,2.40123462677,4.96449422836,0
1532134952135932880,3.13215264,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-9.76000022888,127.271270752,-171.792312622,55,47.2579269409,-11.5263328552,4.05006170273,15.3515672684,2.70891475677,5.04691743851,0
1532134952178951376,3.175171136,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-9.26999950409,112.251091003,-171.562347412,56,47.2579269409,-11.5263328552,4.05006170273,15.3551654816,3.00319743156,5.12555217743,0
1532134952248895024,3.245114784,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-9.26999950409,112.251091003,-171.562347412,56,47.2579269409,-11.5263328552,4.05006170273,15.3168706894,3.48202013969,5.23135614395,0
1532134952273040112,3.269259872,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-8.75,109.37071228,-171.247924805,57,41.7355766296,-15.51674366,19.836479187,15.2873420715,3.7918908596,5.3118262291,0
1532134952316880016,3.313099776,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-8.75,109.37071228,-171.247924805,57,41.7355766296,-15.51674366,19.836479187,15.2592573166,4.10101604462,5.37594032288,0
1532134952352443056,3.348662816,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-8.21000003815,103.580474854,-170.857116699,59,41.7355766296,-15.51674366,19.836479187,15.2126674652,4.43994951248,5.43031787872,0
1532134952412975152,3.409194912,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-8.21000003815,103.580474854,-170.857116699,59,41.7355766296,-15.51674366,19.836479187,15.0882396698,5.13502216339,5.51590299606,0
1532134952462986672,3.459206432,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-7.65999984741,100.699142456,-170.372772217,60,41.7355766296,-15.51674366,19.836479187,15.0493869781,5.31624698639,5.53247880936,0
1532134952494720464,3.490940224,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-7.65999984741,100.699142456,-170.372772217,60,41.7355766296,-15.51674366,19.836479187,14.9298219681,5.84418296814,5.57978439331,0
1532134952577773552,3.573993312,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-7.09999990463,92.8299865723,-169.803604126,61,41.7355766296,-15.51674366,19.836479187,14.7939901352,6.35690975189,5.62089061737,0
1532134952616098384,3.612318144,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-7.09999990463,92.8299865723,-169.803604126,61,41.7355766296,-15.51674366,19.836479187,14.6686429977,6.71645450592,5.64584255219,0
1532134952672214544,3.668434304,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-6.53999996185,86.2372436523,-169.140304565,62,43.8085517883,-14.6303749084,33.1911506653,14.5427961349,7.07320165634,5.66481018066,0
1532134952690281488,3.686501248,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-6.53999996185,86.2372436523,-169.140304565,62,43.8085517883,-14.6303749084,33.1911506653,14.4121761322,7.42178440094,5.68454504013,0
1532134952760091440,3.7563112,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-5.98000001907,83.2560577393,-168.391891479,62,43.8085517883,-14.6303749084,33.1911506653,14.1926593781,7.95183420181,5.69159698486,0
1532134952803558384,3.799778144,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-5.98000001907,83.2560577393,-168.391891479,62,43.8085517883,-14.6303749084,33.1911506653,14.1926593781,7.95183420181,5.69159698486,0
1532134952865959664,3.862179424,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-5.40999984741,72.008895874,-167.549041748,63,43.8085517883,-14.6303749084,33.1911506653,13.7726421356,8.81499862671,5.69304990768,0
1532134952918284496,3.914504256,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-5.40999984741,72.008895874,-167.549041748,63,43.8085517883,-14.6303749084,33.1911506653,13.5005588531,9.32354927063,5.67043542862,0
1532134952959108080,3.95532784,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-4.83999967575,67.4646377563,-166.620788574,64,42.1939697266,-12.9024887085,43.2826576233,13.3037624359,9.67002296448,5.62764549255,0
1532134953006449040,4.0026688,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-4.83999967575,67.4646377563,-166.620788574,64,42.1939697266,-12.9024887085,43.2826576233,13.0918111801,10.0137386322,5.57649183273,0
1532134953044731664,4.040951424,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-4.28999996185,43.7385559082,-165.606231689,65,42.1939697266,-12.9024887085,43.2826576233,12.7610197067,10.4908313751,5.5147395134,0
1532134953078316688,4.074536448,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-4.28999996185,43.7385559082,-165.606231689,65,42.1939697266,-12.9024887085,43.2826576233,12.6481781006,10.6405706406,5.49557685852,0
1532134953119171984,4.115391744,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-4.28999996185,43.7385559082,-165.606231689,65,42.1939697266,-12.9024887085,43.2826576233,12.3187599182,11.0753879547,5.44149875641,0
1532134953206052080,4.20227184,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-3.75,28.4906387329,-164.514129639,66,42.1939697266,-12.9024887085,43.2826576233,11.9776220322,11.4842844009,5.3975944519,0
1532134953258426160,4.25464592,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-3.22000002861,15.8605575562,-163.352615356,66,38.7354354858,-11.9036216736,52.4466133118,11.5038509369,11.986989975,5.35021686554,0
1532134953307463024,4.303682784,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-3.22000002861,15.8605575562,-163.352615356,66,38.7354354858,-11.9036216736,52.4466133118,11.3777942657,12.1098651886,5.33457708359,0
1532134953351377840,4.3475976,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-2.70000004768,8.88681411743,-162.14704895,67,38.7354354858,-11.9036216736,52.4466133118,11.145324707,12.3362989426,5.30733585358,0
1532134953385859344,4.382079104,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-2.70000004768,8.88681411743,-162.14704895,67,38.7354354858,-11.9036216736,52.4466133118,10.8909454346,12.5710105896,5.26617574692,0
1532134953436551568,4.432771328,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-2.70000004768,8.88681411743,-162.14704895,67,38.7354354858,-11.9036216736,52.4466133118,10.4751663208,12.9077825546,5.20286226273,0
1532134953473856112,4.470075872,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-2.19000005722,6.31008148193,-160.872406006,67,38.7354354858,-11.9036216736,52.4466133118,10.0474452972,13.2357559204,5.13186740875,0
1532134953542928912,4.539148672,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-2.19000005722,6.31008148193,-160.872406006,67,37.9317016602,-10.7132587433,63.1900062561,9.58451557159,13.5732707977,5.02042961121,0
1532134953623945360,4.62016512,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-1.68999993801,-2.68583297729,-159.553390503,68,37.9317016602,-10.7132587433,63.1900062561,9.08644485474,13.8955478668,4.8873758316,0
1532134953642552496,4.638772256,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-1.68999993801,-2.68583297729,-159.553390503,68,37.9317016602,-10.7132587433,63.1900062561,8.91708278656,14.0004653931,4.84014606476,0
1532134953693351824,4.689571584,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-1.20999991894,-16.4244651794,-158.173141479,68,37.9317016602,-10.7132587433,63.1900062561,8.39530181885,14.3010931015,4.68785190582,0
1532134953744911152,4.741130912,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-0.75,-38.2746696472,-156.748550415,69,37.9317016602,-10.7132587433,63.1900062561,7.66899871826,14.6782484055,4.45797491074,0
1532134953799598768,4.795818528,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-0.75,-38.2746696472,-156.748550415,69,37.9317016602,-10.7132587433,63.1900062561,7.66899871826,14.6782484055,4.45797491074,0
1532134953864735952,4.860955712,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-0.329999983311,-63.5584831238,-155.28742981,69,37.9317016602,-10.7132587433,63.1900062561,6.88595628738,15.0079202652,4.20402288437,0
1532134953897821712,4.894041472,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,-0.329999983311,-63.5584831238,-155.28742981,69,38.5114440918,-7.68279981613,75.903427124,6.48906755447,15.1595964432,4.07785892487,0
1532134953959478384,4.955698144,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,0.070000000298,-69.6505584717,-153.781677246,69,38.5114440918,-7.68279981613,75.903427124,6.1079788208,15.2943220139,3.96648931503,0
1532134954006952080,5.00317184,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,0.070000000298,-69.6505584717,-153.781677246,69,38.5114440918,-7.68279981613,75.903427124,5.49975967407,15.4841184616,3.78589248657,0
1532134954063169232,5.059388992,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,0.439999997616,-79.5887908936,-152.24760437,70,38.5114440918,-7.68279981613,75.903427124,4.67176866531,15.6816282272,3.53927946091,0
1532134954103953808,5.100173568,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,0.439999997616,-79.5887908936,-152.24760437,70,38.5114440918,-7.68279981613,75.903427124,4.67176866531,15.6816282272,3.53927946091,0
1532134954137283280,5.13350304,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,0.769999980927,-89.1350708008,-150.685424805,70,38.5114440918,-7.68279981613,75.903427124,4.05780220032,15.8062896729,3.3454709053,0
1532134954178717776,5.174937536,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,0.769999980927,-89.1350708008,-150.685424805,70,38.5114440918,-7.68279981613,75.903427124,3.68687272072,15.8766708374,3.23684597015,0
1532134954240377648,5.236597408,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,0.769999980927,-89.1350708008,-150.685424805,70,38.5114440918,-7.68279981613,75.903427124,3.07064652443,15.9523773193,3.02346754074,0
1532134954273173104,5.269392864,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,1.05999994278,-90.6865081787,-149.120605469,70,37.421672821,-4.30834341049,89.2200012207,2.6396753788,16.0013504028,2.85122251511,0
1532134954319864080,5.31608384,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,1.05999994278,-90.6865081787,-149.120605469,70,37.421672821,-4.30834341049,89.2200012207,2.22047114372,16.0437278748,2.68511104584,0
1532134954355095504,5.351315264,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,1.31999993324,-107.115646362,-147.53616333,70,37.421672821,-4.30834341049,89.2200012207,1.82265233994,16.0730133057,2.53915381432,0
1532134954436308432,5.432528192,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,1.31999993324,-107.115646362,-147.53616333,70,37.421672821,-4.30834341049,89.2200012207,1.22859358788,16.0714950562,2.34421491623,0
1532134954469547280,5.46576704,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,1.52999997139,-109.118942261,-145.949020386,70,37.421672821,-4.30834341049,89.2200012207,0.645698368549,16.0415382385,2.16716122627,0
1532134954509674960,5.50589472,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,1.52999997139,-109.118942261,-145.949020386,70,37.421672821,-4.30834341049,89.2200012207,0.457833766937,16.0257377625,2.11539149284,0
1532134954562855536,5.559075296,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,1.7199999094,-103.317352295,-144.359481812,70,37.421672821,-4.30834341049,89.2200012207,-0.274728745222,15.9439754486,1.9451482296,0
1532134954605497520,5.60171728,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,1.7199999094,-103.317352295,-144.359481812,70,37.421672821,-4.30834341049,89.2200012207,-0.631232559681,15.8740348816,1.87112915516,0
1532134954678151024,5.674370784,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,1.87000000477,-100.866989136,-142.801361084,70,38.3780670166,-3.25954461098,101.387886047,-1.15317904949,15.7574481964,1.78333008289,0
1532134954715512752,5.711732512,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,1.87000000477,-100.866989136,-142.801361084,70,38.3780670166,-3.25954461098,101.387886047,-1.49752926826,15.6671638489,1.73664283752,0
1532134954753470768,5.749690528,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,2.00999999046,-86.576171875,-141.249588013,69,38.3780670166,-3.25954461098,101.387886047,-1.82191050053,15.5798797607,1.70576536655,0
1532134954853671088,5.849890848,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,2.00999999046,-86.576171875,-141.249588013,69,38.3780670166,-3.25954461098,101.387886047,-2.47749328613,15.3481817245,1.64879965782,0
1532134954862963984,5.859183744,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,2.13999986649,-77.2551574707,-139.74609375,69,38.3780670166,-3.25954461098,101.387886047,-2.6287586689,15.2868528366,1.64494776726,0
1532134954900339664,5.896559424,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,2.13999986649,-77.2551574707,-139.74609375,69,38.3780670166,-3.25954461098,101.387886047,-2.93455338478,15.1599149704,1.64180791378,0
1532134954975059280,5.97127904,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,2.25999999046,-72.5997009277,-138.258010864,69,38.3780670166,-3.25954461098,101.387886047,-3.51656842232,14.8943557739,1.65567910671,0
1532134955013324528,6.009544288,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,2.25999999046,-72.5997009277,-138.258010864,69,38.3780670166,-3.25954461098,101.387886047,-3.81205654144,14.7306652069,1.64899849892,0
1532134955073848432,6.070068192,carbonZ_2018-07-30-16-39-00_2_engine_failure,engine,2.38999986649,-82.0591888428,-136.843917847,69,41.3370132446,-2.07103157043,114.499191284,-4.28040933609,14.4734449387,1.60753405094,0
